19743.661158   0.523928   0.523531
19845.307561   0.521477   0.521385
19839.914636   0.521607   0.520133
19731.087729   0.524231   0.522901
19545.030739   0.528717   0.526014
19611.225164   0.527121   0.525710
19568.816882   0.528144   0.524684
19678.832356   0.525491   0.522630
19659.810841   0.525950   0.522972
19677.943427   0.525513   0.523568
19748.671652   0.523807   0.521325
19679.597582   0.525473   0.523786
19805.693106   0.522432   0.521074
19859.725322   0.521129   0.519474
19802.653853   0.522505   0.523226
19710.840881   0.524719   0.523244
19719.689359   0.524506   0.525622
19573.907939   0.528021   0.528733
19766.591632   0.523375   0.520950
19704.319231   0.524877   0.522009
19679.287218   0.525480   0.523664
19692.887006   0.525152   0.523901
19730.613342   0.524243   0.522876
19832.885311   0.521776   0.521050
19820.769597   0.522069   0.520978
19775.657707   0.523156   0.522278
19821.365084   0.522054   0.520041
19827.061846   0.521917   0.520147
19729.508372   0.524269   0.526185
19736.890066   0.524091   0.524784
20004.114125   0.517648   0.515638
19907.313365   0.519982   0.518885
19868.334073   0.520922   0.520463
19665.409333   0.525815   0.526277
19766.699708   0.523372   0.521515
19630.547199   0.526655   0.523559
19853.069676   0.521290   0.518871
19798.868442   0.522597   0.521226
19752.906600   0.523705   0.523323
19827.501288   0.521906   0.522022
19920.573900   0.519662   0.519866
19909.686042   0.519925   0.517481
19754.835020   0.523658   0.523866
19650.577781   0.526172   0.524377
19687.777800   0.525275   0.524832
19593.761681   0.527542   0.526592
19728.842513   0.524285   0.522516
19781.202315   0.523023   0.521440
19887.301089   0.520464   0.521115
19821.070385   0.522061   0.520737
19878.209731   0.520684   0.520537
19892.607242   0.520336   0.520181
19766.308844   0.523382   0.522632
19809.797257   0.522333   0.521005
19850.736675   0.521346   0.519835
19913.516096   0.519832   0.519577
19871.407336   0.520848   0.519387
19941.612616   0.519155   0.517829
19919.244199   0.519694   0.519115
19796.794179   0.522647   0.522920
19773.579294   0.523207   0.525146
19784.874947   0.522934   0.522436
19664.866266   0.525828   0.523980
19794.845050   0.522694   0.521919
19681.486840   0.525427   0.524032
19694.902584   0.525104   0.525754
19975.023524   0.518349   0.518248
19798.223967   0.522612   0.524234
19748.626923   0.523808   0.522807
19549.595964   0.528607   0.526304
19542.226729   0.528785   0.529496
19870.170085   0.520877   0.520261
19883.375521   0.520559   0.518448
19674.590374   0.525593   0.525917
19571.045418   0.528090   0.528141
19694.158275   0.525122   0.525509
19768.525595   0.523328   0.521036
19686.055009   0.525317   0.523977
19606.551549   0.527234   0.524405
19774.369980   0.523187   0.520761
19953.042003   0.518879   0.519401
19836.153919   0.521698   0.521530
19762.833511   0.523466   0.522237
19888.120472   0.520445   0.519323
19970.609404   0.518456   0.519169
19837.808007   0.521658   0.520755
19871.328557   0.520850   0.520195
19847.213428   0.521431   0.520399
19892.014104   0.520351   0.521806
20093.543368   0.515491   0.513480
20206.908380   0.512758   0.513601
20006.466864   0.517591   0.515744
19682.226916   0.525409   0.525385
19756.631108   0.523615   0.521637
19904.825526   0.520042   0.519011
19876.784076   0.520718   0.520669
19759.307445   0.523551   0.520819
19817.192518   0.522155   0.521964
19877.242513   0.520707   0.519702
19779.618723   0.523061   0.521596
