19702.645805     0.524917     0.524363     0.525471     0.072623     0.109642     0.131513     0.218970
19731.190373     0.524229     0.523299     0.525158     0.075952     0.118487     0.140741     0.227602
19660.015213     0.525945     0.525124     0.526766     0.085790     0.152054     0.174586     0.213793
19683.046578     0.525390     0.523275     0.527504     0.073822     0.123267     0.143682     0.200263
19643.327165     0.526347     0.525754     0.526941     0.078355     0.118754     0.142274     0.212670
19687.058060     0.525293     0.524033     0.526552     0.079305     0.124182     0.147345     0.227149
19700.015833     0.524980     0.524751     0.525209     0.075839     0.109210     0.132960     0.208088
19539.740420     0.528845     0.525786     0.531904     0.089769     0.149637     0.174499     0.186449
19567.448798     0.528177     0.523961     0.532393     0.092397     0.143093     0.170331     0.210309
19433.663466     0.531403     0.531056     0.531750     0.073687     0.116805     0.138106     0.180156
19450.041559     0.531008     0.531174     0.530842     0.082863     0.143423     0.165640     0.199692
19683.341779     0.525382     0.523427     0.527337     0.080029     0.134689     0.156671     0.213701
19645.155587     0.526303     0.524625     0.527982     0.078089     0.137486     0.158115     0.198210
19711.975392     0.524692     0.526078     0.523306     0.071418     0.121411     0.140859     0.232212
19912.508508     0.519857     0.519448     0.520265     0.072362     0.113105     0.134272     0.245462
19873.802560     0.520790     0.521386     0.520194     0.066488     0.119912     0.137111     0.264254
19790.356785     0.522802     0.523659     0.521945     0.056991     0.111091     0.124856     0.225644
19788.873089     0.522838     0.521466     0.524210     0.071847     0.093558     0.117962     0.236497
19486.719433     0.530123     0.527485     0.532762     0.067992     0.120129     0.138036     0.215435
19723.688898     0.524410     0.523278     0.525541     0.071183     0.119451     0.139052     0.236385
19712.434708     0.524681     0.525100     0.524262     0.060346     0.092694     0.110607     0.252949
19802.231074     0.522516     0.522503     0.522529     0.056153     0.081065     0.098614     0.284327
19834.976688     0.521726     0.520797     0.522655     0.068623     0.106593     0.126772     0.250404
19581.876897     0.527829     0.528080     0.527578     0.072886     0.114489     0.135721     0.183144
19890.219217     0.520394     0.520235     0.520553     0.062505     0.093310     0.112311     0.250265
19692.451489     0.525163     0.522906     0.527419     0.078040     0.090660     0.119622     0.231253
19960.590116     0.518697     0.517220     0.520175     0.064883     0.095416     0.115386     0.249793
19842.523502     0.521544     0.521710     0.521379     0.053658     0.088200     0.103240     0.239410
19864.577837     0.521012     0.521516     0.520508     0.069762     0.086021     0.110753     0.234721
19958.203847     0.518755     0.517372     0.520137     0.050289     0.087939     0.101303     0.259159
19991.753924     0.517946     0.517129     0.518762     0.057329     0.080292     0.098658     0.251760
19947.275342     0.519018     0.518638     0.519398     0.058117     0.085090     0.103043     0.289994
19977.974439     0.518278     0.517362     0.519194     0.073610     0.102466     0.126166     0.262344
19952.188517     0.518900     0.516144     0.521656     0.068811     0.115745     0.134655     0.234189
19937.623835     0.519251     0.519578     0.518924     0.062603     0.091770     0.111089     0.268061
19830.229739     0.521841     0.520918     0.522763     0.068128     0.103792     0.124153     0.250511
19780.251771     0.523046     0.519906     0.526185     0.068279     0.095296     0.117232     0.261941
19776.375980     0.523139     0.522053     0.524226     0.065678     0.089630     0.111118     0.244330
19940.652644     0.519178     0.520232     0.518123     0.066777     0.097486     0.118164     0.232446
19888.848706     0.520427     0.517806     0.523049     0.069708     0.094677     0.117571     0.241257
19819.425473     0.522101     0.521567     0.522635     0.071212     0.087417     0.112751     0.251240
19968.624724     0.518503     0.519356     0.517651     0.053751     0.081318     0.097477     0.280852
19992.792297     0.517921     0.518698     0.517144     0.052980     0.080996     0.096785     0.272681
19856.275038     0.521213     0.519085     0.523340     0.057464     0.086793     0.104093     0.282646
19732.616259     0.524194     0.523780     0.524608     0.061185     0.081438     0.101861     0.243217
20027.186149     0.517091     0.515923     0.518259     0.059731     0.057280     0.082757     0.271092
20015.242033     0.517379     0.515706     0.519053     0.064035     0.077238     0.100331     0.256428
19789.877146     0.522814     0.523811     0.521816     0.071109     0.098973     0.121869     0.240826
19716.148928     0.524591     0.524528     0.524655     0.074629     0.102302     0.126630     0.235213
19765.247550     0.523407     0.521422     0.525393     0.056941     0.109651     0.123554     0.236313
19629.633926     0.526677     0.526320     0.527035     0.063406     0.105771     0.123320     0.216241
19702.082880     0.524930     0.524658     0.525203     0.077635     0.108222     0.133188     0.227652
19567.928974     0.528165     0.526286     0.530044     0.067397     0.110106     0.129096     0.193538
19744.044773     0.523919     0.522417     0.525420     0.063210     0.099134     0.117571     0.223903
19610.021167     0.527150     0.526578     0.527722     0.078760     0.117211     0.141215     0.210729
19793.167720     0.522734     0.521485     0.523984     0.078887     0.134457     0.155890     0.230089
19667.790174     0.525757     0.524756     0.526759     0.084317     0.129437     0.154477     0.198699
19563.306419     0.528277     0.527877     0.528677     0.076233     0.121228     0.143205     0.218517
19678.923556     0.525489     0.525243     0.525735     0.074339     0.124120     0.144679     0.192902
19570.316062     0.528108     0.528144     0.528071     0.074048     0.089464     0.116134     0.201567
19725.056516     0.524377     0.524092     0.524661     0.067794     0.098724     0.119760     0.250802
19764.283066     0.523431     0.520855     0.526007     0.066311     0.096317     0.116936     0.265894
19570.237842     0.528110     0.526782     0.529437     0.073167     0.108477     0.130846     0.203212
19572.225765     0.528062     0.526794     0.529329     0.057058     0.092721     0.108871     0.226081
19812.268453     0.522274     0.519984     0.524563     0.058513     0.095172     0.111720     0.261859
19697.030516     0.525052     0.526601     0.523504     0.062016     0.099822     0.117517     0.238261
19842.702773     0.521540     0.520170     0.522909     0.073314     0.119069     0.139830     0.255831
19734.138227     0.524158     0.524536     0.523779     0.068650     0.090304     0.113436     0.237108
19748.940360     0.523801     0.522550     0.525051     0.074863     0.104190     0.128296     0.217560
19716.468568     0.524584     0.522073     0.527095     0.057415     0.108244     0.122528     0.230992
19723.571616     0.524412     0.524668     0.524156     0.075467     0.118342     0.140357     0.233399
19879.436958     0.520654     0.520974     0.520334     0.074717     0.121087     0.142284     0.248153
19723.801916     0.524407     0.523896     0.524917     0.077521     0.127931     0.149586     0.217906
19827.433090     0.521908     0.519770     0.524046     0.077938     0.114435     0.138455     0.251611
19877.497455     0.520701     0.521285     0.520116     0.068701     0.108935     0.128789     0.246497
19873.205674     0.520804     0.519502     0.522106     0.069158     0.093109     0.115984     0.245709
20005.948845     0.517603     0.516858     0.518349     0.051362     0.097058     0.109810     0.275969
19860.330963     0.521115     0.520628     0.521601     0.048644     0.070724     0.085838     0.242779
19801.304392     0.522538     0.520602     0.524474     0.064806     0.073776     0.098197     0.283850
19954.064518     0.518855     0.520479     0.517230     0.066348     0.104170     0.123504     0.240525
19883.345721     0.520560     0.521304     0.519816     0.063769     0.092423     0.112288     0.253561
19992.033557     0.517939     0.517168     0.518710     0.057002     0.097462     0.112907     0.282230
20013.584867     0.517419     0.517007     0.517832     0.063988     0.096134     0.115482     0.267807
19802.027823     0.522521     0.520150     0.524891     0.058028     0.079312     0.098273     0.255112
19640.974826     0.526404     0.524717     0.528091     0.061924     0.086954     0.106750     0.245569
19862.870811     0.521053     0.519452     0.522655     0.069962     0.083322     0.108799     0.248930
19608.219164     0.527194     0.528331     0.526057     0.072191     0.110677     0.132140     0.230042
19695.647175     0.525086     0.522578     0.527594     0.064758     0.105457     0.123753     0.229004
19793.456926     0.522727     0.524206     0.521249     0.069938     0.127781     0.145668     0.233199
19797.992046     0.522618     0.523244     0.521992     0.072318     0.108479     0.130375     0.224312
19799.417769     0.522583     0.521630     0.523537     0.079020     0.111513     0.136672     0.219940
19713.513414     0.524655     0.524303     0.525007     0.075004     0.130243     0.150296     0.229057
19642.730683     0.526362     0.524375     0.528349     0.080048     0.117396     0.142090     0.217499
19695.128607     0.525098     0.524769     0.525427     0.067031     0.108027     0.127134     0.243185
19697.393727     0.525044     0.525017     0.525070     0.087311     0.140572     0.165480     0.214313
19693.571938     0.525136     0.522254     0.528017     0.084243     0.130813     0.155593     0.230199
19665.615716     0.525810     0.524654     0.526966     0.064134     0.115875     0.132439     0.239982
19663.347709     0.525864     0.525388     0.526341     0.058972     0.093612     0.110639     0.223255
19666.927193     0.525778     0.525064     0.526492     0.061873     0.113430     0.129208     0.218821
19746.447511     0.523861     0.521067     0.526655     0.088829     0.131273     0.158503     0.197292
19718.931862     0.524524     0.522776     0.526272     0.083163     0.107966     0.136282     0.198193
19586.436991     0.527719     0.527611     0.527827     0.089097     0.144897     0.170098     0.204570
19720.202892     0.524494     0.524579     0.524408     0.080479     0.123495     0.147404     0.200765
19722.358297     0.524442     0.523634     0.525249     0.039705     0.092560     0.100716     0.235694
19884.610496     0.520529     0.516792     0.524266     0.078493     0.114233     0.138601     0.257423
19902.755969     0.520092     0.522435     0.517748     0.064481     0.087217     0.108465     0.240000
19847.019186     0.521436     0.519921     0.522951     0.064910     0.101665     0.120619     0.237903
19986.501871     0.518072     0.518146     0.517999     0.052798     0.088880     0.103379     0.288687
19727.299235     0.524322     0.524430     0.524215     0.074990     0.112036     0.134817     0.234219
20000.420579     0.517737     0.514932     0.520542     0.063645     0.097478     0.116416     0.275964
20179.944948     0.513408     0.511416     0.515400     0.058719     0.079773     0.099053     0.294704
