19702.645805   0.524917   0.524363
19731.190373   0.524229   0.523299
19660.015213   0.525945   0.525124
19683.046578   0.525390   0.523275
19643.327165   0.526347   0.525754
19687.058060   0.525293   0.524033
19700.015833   0.524980   0.524751
19539.740420   0.528845   0.525786
19567.448798   0.528177   0.523961
19433.663466   0.531403   0.531056
19450.041559   0.531008   0.531174
19683.341779   0.525382   0.523427
19645.155587   0.526303   0.524625
19711.975392   0.524692   0.526078
19912.508508   0.519857   0.519448
19873.802560   0.520790   0.521386
19790.356785   0.522802   0.523659
19788.873089   0.522838   0.521466
19486.719433   0.530123   0.527485
19723.688898   0.524410   0.523278
19712.434708   0.524681   0.525100
19802.231074   0.522516   0.522503
19834.976688   0.521726   0.520797
19581.876897   0.527829   0.528080
19890.219217   0.520394   0.520235
19692.451489   0.525163   0.522906
19960.590116   0.518697   0.517220
19842.523502   0.521544   0.521710
19864.577837   0.521012   0.521516
19958.203847   0.518755   0.517372
19991.753924   0.517946   0.517129
19947.275342   0.519018   0.518638
19977.974439   0.518278   0.517362
19952.188517   0.518900   0.516144
19937.623835   0.519251   0.519578
19830.229739   0.521841   0.520918
19780.251771   0.523046   0.519906
19776.375980   0.523139   0.522053
19940.652644   0.519178   0.520232
19888.848706   0.520427   0.517806
19819.425473   0.522101   0.521567
19968.624724   0.518503   0.519356
19992.792297   0.517921   0.518698
19856.275038   0.521213   0.519085
19732.616259   0.524194   0.523780
20027.186149   0.517091   0.515923
20015.242033   0.517379   0.515706
19789.877146   0.522814   0.523811
19716.148928   0.524591   0.524528
19765.247550   0.523407   0.521422
19629.633926   0.526677   0.526320
19702.082880   0.524930   0.524658
19567.928974   0.528165   0.526286
19744.044773   0.523919   0.522417
19610.021167   0.527150   0.526578
19793.167720   0.522734   0.521485
19667.790174   0.525757   0.524756
19563.306419   0.528277   0.527877
19678.923556   0.525489   0.525243
19570.316062   0.528108   0.528144
19725.056516   0.524377   0.524092
19764.283066   0.523431   0.520855
19570.237842   0.528110   0.526782
19572.225765   0.528062   0.526794
19812.268453   0.522274   0.519984
19697.030516   0.525052   0.526601
19842.702773   0.521540   0.520170
19734.138227   0.524158   0.524536
19748.940360   0.523801   0.522550
19716.468568   0.524584   0.522073
19723.571616   0.524412   0.524668
19879.436958   0.520654   0.520974
19723.801916   0.524407   0.523896
19827.433090   0.521908   0.519770
19877.497455   0.520701   0.521285
19873.205674   0.520804   0.519502
20005.948845   0.517603   0.516858
19860.330963   0.521115   0.520628
19801.304392   0.522538   0.520602
19954.064518   0.518855   0.520479
19883.345721   0.520560   0.521304
19992.033557   0.517939   0.517168
20013.584867   0.517419   0.517007
19802.027823   0.522521   0.520150
19640.974826   0.526404   0.524717
19862.870811   0.521053   0.519452
19608.219164   0.527194   0.528331
19695.647175   0.525086   0.522578
19793.456926   0.522727   0.524206
19797.992046   0.522618   0.523244
19799.417769   0.522583   0.521630
19713.513414   0.524655   0.524303
19642.730683   0.526362   0.524375
19695.128607   0.525098   0.524769
19697.393727   0.525044   0.525017
19693.571938   0.525136   0.522254
19665.615716   0.525810   0.524654
19663.347709   0.525864   0.525388
19666.927193   0.525778   0.525064
19746.447511   0.523861   0.521067
